market,variety,arrival_date,arrivals_mt,minimum_price,maximum_price,modal_price,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,price_change_1,price_change_7,price_vs_rolling_7,price_vs_rolling_14,month,day_of_week,target_date,target_modal_price_7d
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-03,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-10,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-04,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-11,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-04,1.0,1300.0,1900.0,1600.0,1600.0,1700.0,1721.428571428571,1675.0,69.86381310057682,75.31983087525629,0.0,-100.0,0.9294605809128632,0.9552238805970148,5,2,2022-05-11,1700.0
Chintalapudi APMC,1001,2022-05-04,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-11,1950.0
Tanuku APMC,MTU-1010,2022-05-04,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1971.4285714285716,1970.7142857142856,3.779644730092294,2.6726124191253966,0.0,0.0,0.9992753623188406,0.9996375498368972,5,2,2022-05-14,1970.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-05,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,2022-05-13,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-05,1.0,1300.0,1900.0,1700.0,1600.0,1800.0,1707.142857142857,1675.0,83.80817098475227,75.31983087525629,100.0,-100.0,0.99581589958159,1.0149253731343284,5,3,2022-05-12,1700.0
Chintalapudi APMC,1001,2022-05-05,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,2022-05-12,1950.0
Tanuku APMC,MTU-1010,2022-05-05,1.0,1960.0,1980.0,1970.0,1970.0,1980.0,1971.4285714285716,1970.7142857142856,3.779644730092294,2.6726124191253966,0.0,-10.0,0.9992753623188406,0.9996375498368972,5,3,2022-05-14,1970.0
Banaganapalli APMC,Sona Mahsuri,2022-05-06,1.0,1700.0,2100.0,1900.0,1700.0,1800.0,1692.857142857143,1682.142857142857,73.19250547113963,72.34304723687522,200.0,100.0,1.1223628691983123,1.129511677282378,5,4,2022-05-13,1700.0
Tanuku APMC,MTU-1010,2022-05-06,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,4,2022-05-14,1970.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-08,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,6,2022-05-15,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-08,1.0,1400.0,2000.0,1700.0,1900.0,1750.0,1707.142857142857,1696.428571428571,101.77004891982124,92.95219142177416,-200.0,-50.0,0.99581589958159,1.0021052631578948,5,6,2022-05-15,1700.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-09,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,0,2022-05-16,1960.0
Rajahmundry APMC,Paddy,2022-05-09,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-16,1940.0
Banaganapalli APMC,Sona Mahsuri,2022-05-09,1.0,1350.0,2000.0,1750.0,1700.0,1700.0,1700.0,1696.428571428571,99.99999999999976,92.95219142177416,50.0,50.0,1.0294117647058822,1.0315789473684212,5,0,2022-05-16,1650.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-09,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-16,1800.0
Chintalapudi APMC,1001,2022-05-09,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-22,1950.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-10,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-17,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-10,1.0,1400.0,2000.0,1700.0,1750.0,1700.0,1707.142857142857,1707.142857142857,101.77004891982124,89.56549571111783,-50.0,0.0,0.99581589958159,0.99581589958159,5,1,2022-05-17,1650.0
Chintalapudi APMC,1001,2022-05-10,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-22,1950.0
Rajahmundry APMC,Paddy,2022-05-10,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-17,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-10,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,1,2022-05-17,1960.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-11,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-18,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-11,1.0,1350.0,2000.0,1700.0,1700.0,1600.0,1707.142857142857,1714.2857142857142,101.77004891982124,84.18973861411094,0.0,100.0,0.99581589958159,0.9916666666666668,5,2,2022-05-18,1650.0
Chintalapudi APMC,1001,2022-05-11,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-22,1950.0
Rajahmundry APMC,Paddy,2022-05-11,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-18,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-11,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,2,2022-05-18,1960.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-12,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,3,2022-05-19,1960.0
Rajahmundry APMC,Paddy,2022-05-12,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,3,2022-05-19,1940.0
Banaganapalli APMC,Sona Mahsuri,2022-05-12,1.0,1300.0,2000.0,1700.0,1700.0,1600.0,1721.428571428571,1721.428571428571,90.63269671749636,77.74288420142558,0.0,100.0,0.9875518672199172,0.9875518672199172,5,3,2022-05-19,1700.0
Chintalapudi APMC,1001,2022-05-12,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,2022-05-22,1950.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-13,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,4,2022-05-20,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-13,1.0,1400.0,2000.0,1700.0,1700.0,1700.0,1735.7142857142858,1721.428571428571,74.80132415430933,77.74288420142558,0.0,0.0,0.9794238683127572,0.9875518672199172,5,4,2022-05-20,1650.0
Rajahmundry APMC,Paddy,2022-05-13,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,4,2022-05-20,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-13,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,4,2022-05-20,1960.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-14,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5,2022-05-21,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-14,1.0,1400.0,2000.0,1700.0,1700.0,1900.0,1735.7142857142858,1714.2857142857142,74.80132415430933,74.49463436685075,0.0,-200.0,0.9794238683127572,0.9916666666666668,5,5,2022-05-21,1650.0
Rajahmundry APMC,Paddy,2022-05-14,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,5,2022-05-21,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-14,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,5,2022-05-21,1960.0
Tanuku APMC,MTU-1010,2022-05-14,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,5,2022-05-21,1970.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-15,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,6,2022-05-22,1960.0
Tanuku APMC,MTU-1010,2022-05-15,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,6,2022-05-22,1970.0
Rajahmundry APMC,Paddy,2022-05-15,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,6,2022-05-22,1940.0
Banaganapalli APMC,Sona Mahsuri,2022-05-15,1.0,1350.0,2000.0,1700.0,1700.0,1700.0,1707.142857142857,1707.142857142857,18.898223650460054,70.321084640776,0.0,0.0,0.99581589958159,0.99581589958159,5,6,2022-05-22,1650.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-15,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,6,2022-05-22,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-16,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-23,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-16,1.0,1350.0,1950.0,1650.0,1700.0,1750.0,1707.142857142857,1703.571428571429,18.898223650460054,69.23840006785457,-50.0,-100.0,0.9665271966527196,0.9685534591194968,5,0,2022-05-23,1650.0
Rajahmundry APMC,Paddy,2022-05-16,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-23,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-16,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,0,2022-05-23,1960.0
Tanuku APMC,MTU-1010,2022-05-16,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,0,2022-05-23,1970.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-17,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-24,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-17,1.0,1350.0,1950.0,1650.0,1650.0,1700.0,1692.857142857143,1700.0,18.898223650461368,70.71067811865647,0.0,-50.0,0.9746835443037974,0.9705882352941176,5,1,2022-05-24,1600.0
Rajahmundry APMC,Paddy,2022-05-17,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-24,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-17,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,1,2022-05-24,1960.0
Tanuku APMC,MTU-1010,2022-05-17,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,1,2022-05-24,1970.0
Tanuku APMC,MTU-1010,2022-05-18,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,2,2022-05-25,1970.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-18,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,2,2022-05-25,1960.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-18,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-25,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-18,1.0,1350.0,1950.0,1650.0,1650.0,1700.0,1685.7142857142858,1696.428571428571,24.397501823713355,71.96229171289416,0.0,-50.0,0.9788135593220338,0.9726315789473684,5,2,2022-05-25,1650.0
Rajahmundry APMC,Paddy,2022-05-18,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,2,2022-05-25,1940.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-19,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,2022-05-26,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-19,1.0,1450.0,2000.0,1700.0,1650.0,1700.0,1678.571428571429,1700.0,26.726124191242494,67.93662204867753,50.0,0.0,1.0127659574468084,1.0,5,3,2022-05-26,1650.0
Rajahmundry APMC,Paddy,2022-05-19,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,3,2022-05-26,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-19,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,3,2022-05-26,1960.0
Tanuku APMC,MTU-1010,2022-05-19,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.7142857142856,0.0,2.6726124191253966,0.0,0.0,1.0,0.9996375498368972,5,3,2022-05-26,1970.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-20,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,4,2022-05-27,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-20,1.0,1350.0,1950.0,1650.0,1700.0,1700.0,1678.571428571429,1707.142857142857,26.726124191242494,61.57279262149012,-50.0,-50.0,0.9829787234042552,0.9665271966527196,5,4,2022-05-27,1650.0
Rajahmundry APMC,Paddy,2022-05-20,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,4,2022-05-27,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-20,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,4,2022-05-27,1960.0
Tanuku APMC,MTU-1010,2022-05-20,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,4,2022-05-27,1970.0
Tanuku APMC,MTU-1010,2022-05-21,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,5,2022-05-28,1970.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-21,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,5,2022-05-28,1960.0
Banaganapalli APMC,Sona Mahsuri,2022-05-21,1.0,1350.0,1950.0,1650.0,1650.0,1700.0,1671.428571428571,1703.571428571429,26.726124191242494,63.44072252682432,0.0,-50.0,0.9871794871794872,0.9685534591194968,5,5,2022-05-28,1650.0
Rajahmundry APMC,Paddy,2022-05-21,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,5,2022-05-28,1940.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-21,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5,2022-05-28,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-22,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,6,2022-05-29,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-22,1.0,1350.0,1950.0,1650.0,1650.0,1700.0,1664.2857142857142,1685.7142857142858,24.397501823713355,30.562492275110447,0.0,-50.0,0.9914163090128756,0.9788135593220338,5,6,2022-05-29,1650.0
Chintalapudi APMC,1001,2022-05-22,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,6,2022-05-29,1950.0
Rajahmundry APMC,Paddy,2022-05-22,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,6,2022-05-29,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-22,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,6,2022-05-29,1960.0
Tanuku APMC,MTU-1010,2022-05-22,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,6,2022-05-29,1970.0
Tanuku APMC,MTU-1010,2022-05-23,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,0,2022-05-30,1970.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-23,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,0,2022-05-30,1960.0
Rajahmundry APMC,Paddy,2022-05-23,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-30,1940.0
Banaganapalli APMC,Sona Mahsuri,2022-05-23,1.0,1350.0,1950.0,1650.0,1650.0,1650.0,1657.142857142857,1682.142857142857,18.898223650461368,31.66618468883657,0.0,0.0,0.9956896551724138,0.9808917197452228,5,0,2022-05-30,1650.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-23,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-30,1800.0
Chintalapudi APMC,1001,2022-05-23,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,0,2022-05-30,1950.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-24,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-31,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-24,1.0,1400.0,1900.0,1600.0,1650.0,1650.0,1657.142857142857,1675.0,18.898223650461368,25.94372608314357,-50.0,-50.0,0.9655172413793104,0.9552238805970148,5,1,2022-05-31,1750.0
Chintalapudi APMC,1001,2022-05-24,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1,2022-06-01,1950.0
Rajahmundry APMC,Paddy,2022-05-24,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,1,2022-05-31,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-24,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,1,2022-05-31,1960.0
Tanuku APMC,MTU-1010,2022-05-24,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,1,2022-05-31,1970.0
Tanuku APMC,MTU-1010,2022-05-25,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,2,2022-06-01,1970.0
Rajahmundry APMC,Paddy,2022-05-25,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,2,2022-06-01,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-25,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,2,2022-06-01,1960.0
Banaganapalli APMC,Sona Mahsuri,2022-05-25,1.0,1350.0,1950.0,1650.0,1600.0,1650.0,1650.0,1667.857142857143,28.867513459481284,31.66618468883678,50.0,0.0,1.0,0.9892933618843684,5,2,2022-06-01,1650.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-25,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-06-01,1800.0
Chintalapudi APMC,1001,2022-05-25,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2,2022-06-01,1950.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-26,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,2022-06-02,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-26,1.0,1350.0,1950.0,1650.0,1650.0,1700.0,1650.0,1664.2857142857142,28.867513459481284,30.562492275110777,0.0,-50.0,1.0,0.9914163090128756,5,3,2022-06-02,1650.0
Rajahmundry APMC,Paddy,2022-05-26,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,3,2022-06-02,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-26,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,3,2022-06-02,1960.0
Tanuku APMC,MTU-1010,2022-05-26,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,3,2022-06-02,1970.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-27,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,4,2022-06-03,1800.0
Banaganapalli APMC,Sona Mahsuri,2022-05-27,1.0,1350.0,1950.0,1650.0,1650.0,1650.0,1642.857142857143,1660.7142857142858,18.898223650461368,28.946711176096716,0.0,0.0,1.0043478260869565,0.9935483870967742,5,4,2022-06-06,1650.0
Chintalapudi APMC,1001,2022-05-27,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,4,2022-06-03,1950.0
Rajahmundry APMC,Paddy,2022-05-27,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,4,2022-06-03,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-27,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,4,2022-06-03,1960.0
Tanuku APMC,MTU-1010,2022-05-27,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,4,2022-06-03,1970.0
Tanuku APMC,MTU-1010,2022-05-28,1.0,1960.0,1980.0,1970.0,1970.0,1970.0,1970.0,1970.0,0.0,2.2053098967288814e-06,0.0,0.0,1.0,1.0,5,5,2022-06-06,1970.0
Rajahmundry APMC,Paddy,2022-05-28,0.5,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,1940.0,3.759662683014833e-06,0.0,0.0,0.0,1.0,1.0,5,5,2022-06-05,1940.0
Rajahmundry APMC,Swarna Masuri (New),2022-05-28,0.5,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,5.5120601757511575e-06,4.473617776440681e-06,0.0,0.0,1.0,1.0,5,5,2022-06-05,1960.0
Banaganapalli APMC,Sona Mahsuri,2022-05-28,1.0,1350.0,1950.0,1650.0,1650.0,1650.0,1642.857142857143,1657.142857142857,18.898223650461368,26.72612419124762,0.0,0.0,1.0043478260869565,0.9956896551724138,5,5,2022-06-06,1650.0
Chintalapudi APMC,1001,2022-05-28,1.0,1940.0,1960.0,1950.0,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5,2022-06-04,1950.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-28,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,5,2022-06-04,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2022-05-29,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,5,6,2022-06-05,1800.0
