market,variety,arrival_date,arrivals_mt,minimum_price,maximum_price,modal_price,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,price_change_1,price_change_7,price_vs_rolling_7,price_vs_rolling_14,month,day_of_week,target_modal_price
Banaganapalli APMC,Sona Mahsuri,2021-06-02,1.0,1600.0,1900.0,1750.0,1800.0,1800.0,1807.142857142857,1789.2857142857142,18.898223650461343,40.08918628686032,-50.0,-50.0,0.9683794466403163,0.9780439121756488,6,2,1750.0
Rajahmundry APMC,Paddy,2021-06-02,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-02,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1885.142857142857,1886.5714285714287,7.559289460184537,5.345224838248502,0.0,0.0,1.001515610791149,1.0007572315614115,6,2,1888.0
Banaganapalli APMC,Sona Mahsuri,2021-06-03,1.0,1600.0,1900.0,1750.0,1750.0,1800.0,1800.0,1785.7142857142858,28.86751345948133,41.271015292774614,0.0,-50.0,0.9722222222222222,0.98,6,3,1650.0
Rajahmundry APMC,Paddy,2021-06-03,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-03,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1885.142857142857,1886.5714285714287,7.559289460184537,5.345224838248502,0.0,0.0,1.001515610791149,1.0007572315614115,6,3,1888.0
Banaganapalli APMC,Sona Mahsuri,2021-06-04,1.0,1500.0,1800.0,1650.0,1750.0,1800.0,1792.857142857143,1782.142857142857,34.503277967117796,42.09486930705161,-100.0,-150.0,0.9203187250996016,0.9258517034068137,6,4,1600.0
Rajahmundry APMC,Paddy,2021-06-04,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-04,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1885.142857142857,1886.5714285714287,7.559289460184537,5.345224838248502,0.0,0.0,1.001515610791149,1.0007572315614115,6,4,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-05,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-05,1.0,1400.0,1800.0,1600.0,1650.0,1850.0,1771.4285714285713,1771.4285714285713,63.62090102803535,54.47047794018981,-50.0,-250.0,0.903225806451613,0.903225806451613,6,5,1600.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-06,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-06,1.0,1400.0,1800.0,1600.0,1600.0,1800.0,1735.7142857142858,1757.142857142857,80.17837257372761,70.32108464077245,0.0,-200.0,0.9218106995884773,0.910569105691057,6,6,1700.0
Rajahmundry APMC,Paddy,2021-06-06,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-06,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1885.142857142857,1886.5714285714287,7.559289460184537,5.345224838248502,0.0,0.0,1.001515610791149,1.0007572315614115,6,6,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-07,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-07,1.0,1500.0,1900.0,1700.0,1600.0,1800.0,1707.142857142857,1750.0,88.64052604279225,80.86075400626237,100.0,-100.0,0.99581589958159,0.9714285714285714,6,0,1600.0
Rajahmundry APMC,Paddy,2021-06-07,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-07,0.5,1888.0,1888.0,1888.0,1888.0,1868.0,1885.142857142857,1886.5714285714287,7.559289460184537,5.345224838248502,0.0,20.0,1.001515610791149,1.0007572315614115,6,0,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-08,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-08,1.0,1400.0,1800.0,1600.0,1700.0,1800.0,1692.857142857143,1750.0,78.67957924694487,80.86075400626237,-100.0,-200.0,0.9451476793248945,0.9142857142857143,6,1,1600.0
Rajahmundry APMC,Paddy,2021-06-08,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-08,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,1,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-09,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-09,1.0,1400.0,1800.0,1600.0,1600.0,1750.0,1664.2857142857142,1735.7142857142858,69.00655593423626,88.64052604279037,0.0,-150.0,0.9613733905579399,0.9218106995884773,6,2,1600.0
Rajahmundry APMC,Paddy,2021-06-09,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-09,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,2,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-10,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-10,1.0,1400.0,1800.0,1600.0,1600.0,1750.0,1642.857142857143,1721.4285714285713,60.74928962939671,93.46798241250039,0.0,-150.0,0.9739130434782608,0.9294605809128631,6,3,1600.0
Rajahmundry APMC,Paddy,2021-06-10,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-10,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,3,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-11,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-11,1.0,1400.0,1800.0,1600.0,1600.0,1650.0,1621.4285714285713,1707.142857142857,39.33978962347416,95.7905223695117,0.0,-50.0,0.986784140969163,0.9372384937238494,6,4,1600.0
Rajahmundry APMC,Paddy,2021-06-11,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-11,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,4,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-12,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-12,1.0,1400.0,1750.0,1600.0,1600.0,1600.0,1614.2857142857142,1692.857142857143,37.79644730092487,95.79052236951175,0.0,0.0,0.9911504424778761,0.9451476793248945,6,5,1600.0
Rajahmundry APMC,Paddy,2021-06-12,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-12,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,5,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-13,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-13,1.0,1400.0,1750.0,1600.0,1600.0,1600.0,1614.2857142857142,1675.0,37.79644730092487,87.15591687403449,0.0,0.0,0.9911504424778761,0.9552238805970149,6,6,1800.0
Rajahmundry APMC,Paddy,2021-06-13,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-13,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,6,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-14,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-14,1.0,1700.0,1900.0,1800.0,1600.0,1700.0,1614.2857142857142,1660.7142857142858,37.79644730092487,81.28433340529175,200.0,100.0,1.1150442477876106,1.0838709677419354,6,0,1800.0
Rajahmundry APMC,Paddy,2021-06-14,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-14,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1886.5714285714287,0.0,5.345224838248502,0.0,0.0,1.0,1.0007572315614115,6,0,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-15,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-15,1.0,1700.0,1900.0,1800.0,1800.0,1600.0,1628.5714285714287,1660.7142857142858,75.59289460184543,81.28433340529175,0.0,200.0,1.1052631578947367,1.0838709677419354,6,1,1800.0
Rajahmundry APMC,Paddy,2021-06-15,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-15,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-16,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-16,1.0,1700.0,1900.0,1800.0,1800.0,1600.0,1657.142857142857,1660.7142857142858,97.59000729485325,81.28433340529175,0.0,200.0,1.0862068965517242,1.0838709677419354,6,2,1800.0
Rajahmundry APMC,Paddy,2021-06-16,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-16,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-17,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-17,1.0,1700.0,1900.0,1800.0,1800.0,1600.0,1685.7142857142858,1664.2857142857142,106.90449676496961,86.44378215075528,0.0,200.0,1.0677966101694916,1.0815450643776825,6,3,1800.0
Rajahmundry APMC,Paddy,2021-06-17,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-17,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-18,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-18,1.0,1600.0,2000.0,1800.0,1800.0,1600.0,1714.2857142857142,1667.857142857143,106.90449676496948,91.16161231812065,0.0,200.0,1.05,1.0792291220556745,6,4,1800.0
Rajahmundry APMC,Paddy,2021-06-18,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-18,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-19,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-19,1.0,1600.0,2000.0,1800.0,1800.0,1600.0,1742.857142857143,1678.5714285714287,97.59000729485291,97.49612559222169,0.0,200.0,1.0327868852459017,1.0723404255319149,6,5,1850.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-20,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-20,1.0,1700.0,2000.0,1850.0,1800.0,1600.0,1771.4285714285713,1692.857142857143,75.5928946018448,99.72489631508621,50.0,250.0,1.0443548387096775,1.0928270042194093,6,6,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-21,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-21,1.0,1700.0,1900.0,1800.0,1850.0,1800.0,1807.142857142857,1710.7142857142858,18.898223650461368,104.10529327518283,-50.0,0.0,0.9960474308300395,1.0521920668058455,6,0,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-22,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-22,1.0,1700.0,1900.0,1800.0,1800.0,1800.0,1807.142857142857,1717.857142857143,18.898223650461368,106.71158623768261,0.0,0.0,0.9960474308300395,1.0478170478170479,6,1,1850.0
Rajahmundry APMC,Paddy,2021-06-22,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-22,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-23,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-23,1.0,1700.0,2000.0,1850.0,1800.0,1800.0,1807.142857142857,1732.142857142857,18.898223650461368,103.0443199217288,50.0,50.0,1.023715415019763,1.068041237113402,6,2,1800.0
Rajahmundry APMC,Paddy,2021-06-23,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-23,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-24,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1800.0
Rajahmundry APMC,Paddy,2021-06-24,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-24,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-25,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-25,1.0,1600.0,2000.0,1800.0,1850.0,1800.0,1814.2857142857142,1750.0,24.397501823713355,99.9999999999986,-50.0,0.0,0.9921259842519685,1.0285714285714285,6,4,1850.0
Rajahmundry APMC,Paddy,2021-06-25,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-25,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,4,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-26,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-26,1.0,1600.0,1900.0,1850.0,1800.0,1800.0,1814.2857142857142,1764.2857142857142,24.397501823713355,90.78412990031876,50.0,50.0,1.0196850393700787,1.048582995951417,6,5,1850.0
Rajahmundry APMC,Paddy,2021-06-26,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-06-26,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-27,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,6,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-27,1.0,1600.0,1900.0,1850.0,1850.0,1800.0,1821.4285714285713,1782.142857142857,26.726124191242498,79.92097745499821,0.0,50.0,1.0156862745098039,1.0380761523046091,6,6,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-28,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-28,1.0,1700.0,1900.0,1800.0,1850.0,1850.0,1828.5714285714287,1800.0,26.726124191242498,62.01736729460163,-50.0,-50.0,0.984375,1.0,6,0,1750.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-29,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-29,1.0,1600.0,1900.0,1750.0,1800.0,1800.0,1821.4285714285713,1814.2857142857142,26.726124191242498,23.440361546917583,-50.0,-50.0,0.9607843137254902,0.9645669291338583,6,1,1750.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-06-30,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-06-30,1.0,1600.0,1850.0,1750.0,1750.0,1800.0,1814.2857142857142,1810.7142857142858,37.79644730092276,28.946711176086186,0.0,-50.0,0.9645669291338583,0.9664694280078895,6,2,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-01,1.0,1600.0,2000.0,1800.0,1750.0,1850.0,1807.142857142857,1807.142857142857,44.98677054212188,33.14967720658479,50.0,-50.0,0.9960474308300395,0.9960474308300395,7,3,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-02,1.0,1600.0,1900.0,1800.0,1800.0,1800.0,1800.0,1807.142857142857,40.82482904638631,33.14967720658479,0.0,0.0,1.0,0.9960474308300395,7,4,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-03,1.0,1700.0,1900.0,1800.0,1800.0,1850.0,1800.0,1807.142857142857,40.82482904638631,33.14967720658479,0.0,-50.0,1.0,0.9960474308300395,7,5,1800.0
Rajahmundry APMC,Paddy,2021-07-03,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-07-03,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-04,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-04,1.0,1700.0,1900.0,1800.0,1800.0,1850.0,1792.857142857143,1807.142857142857,34.50327796711773,33.14967720658479,0.0,-50.0,1.00398406374502,0.9960474308300395,7,6,1800.0
Rajahmundry APMC,Paddy,2021-07-04,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-07-04,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-05,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-05,1.0,1700.0,1950.0,1800.0,1800.0,1800.0,1785.7142857142858,1807.142857142857,24.397501823713384,33.14967720658479,0.0,0.0,1.008,0.9960474308300395,7,0,1700.0
Rajahmundry APMC,Paddy,2021-07-05,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-07-05,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-06,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-06,1.0,1600.0,1850.0,1700.0,1800.0,1750.0,1785.7142857142858,1803.5714285714287,24.397501823713384,30.786396310738755,-100.0,-50.0,0.952,0.9425742574257425,7,1,1700.0
Rajahmundry APMC,Paddy,2021-07-06,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-07-06,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-07,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-07,1.0,1600.0,1850.0,1700.0,1700.0,1750.0,1778.5714285714287,1796.4285714285713,39.339789623472214,41.437096508233346,0.0,-50.0,0.9558232931726907,0.9463220675944335,7,2,1700.0
Rajahmundry APMC,Paddy,2021-07-07,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,1868.0
Rajahmundry APMC,Swarna Masuri (New),2021-07-07,0.5,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,1888.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,1888.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-08,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-08,1.0,1600.0,1900.0,1700.0,1700.0,1800.0,1771.4285714285713,1789.2857142857142,48.795003647426725,48.748062796108215,0.0,-100.0,0.9596774193548387,0.9500998003992016,7,3,1700.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-09,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-09,1.0,1600.0,1900.0,1700.0,1700.0,1800.0,1757.142857142857,1778.5714285714287,53.45224838248495,50.817492878115054,0.0,-100.0,0.967479674796748,0.9558232931726907,7,4,1750.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-10,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-10,1.0,1550.0,1850.0,1750.0,1700.0,1800.0,1742.857142857143,1771.4285714285713,53.45224838248495,54.47047794018944,50.0,-50.0,1.0040983606557377,0.9879032258064516,7,5,1800.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2021-07-11,0.01,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,1800.0
Banaganapalli APMC,Sona Mahsuri,2021-07-11,1.0,1700.0,1900.0,1800.0,1750.0,1800.0,1735.7142857142858,1764.2857142857142,47.559486560567194,49.724515809881694,50.0,0.0,1.037037037037037,1.0202429149797572,7,6,1800.0
Rajahmundry APMC,Paddy,2021-07-11,0.5,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,1868.0
